scenario_label,observed_action,motivation,alt_idx,action_text,is_share
gala,action_1,high,8,"Only one of them tries the other's drink, the other doesn't",0
gala,action_2,low,0,Elena and Todd swap glasses to try each other's drinks,1
gala,action_2,low,1,Elena and Todd pour a small amount of their drinks into each other's glasses for tasting,1
gala,action_2,low,2,"Elena orders a second drink, a pumpkin spice martini, so she can try it without disturbing Todd's",0
gala,action_2,low,3,"Todd describes his drink to Elena in detail, so she can imagine the taste without trying it",0
gala,action_2,low,4,Elena and Todd decide not to try each other's drinks at all,0
gala,action_2,low,5,"Elena asks the bartender for a sample of the pumpkin spice martini, so she can try it without touching Todd's glass",0
gala,action_2,low,6,"Todd offers Elena a sip of his drink using a straw, to minimize direct contact with the glass",1
gala,action_2,low,7,Elena and Todd use separate glasses to split a small amount of each other's drinks for tasting,1
gala,action_2,low,8,Elena declines to try Todd's drink and they both stick to their own orders,0
gala,action_2,high,0,Elena and Todd each order their own drink and do not try each other's,0
gala,action_2,high,1,"Elena asks Todd to describe his drink in detail, but they don't taste each other's",0
gala,action_2,high,2,"They exchange glasses completely, so each person drinks the other's entire drink",1
gala,action_2,high,3,Elena and Todd pour a small amount of each other's drink into a new glass to share and taste together,1
gala,action_2,high,4,"One person orders a second drink to share with the other, so they can both drink from the same new glass",1
gala,action_2,high,5,They use separate straws or spoons to taste each other's drinks without touching the rim,1
gala,action_2,high,6,"Elena and Todd decide to order the same drink, so they can both have the same experience",1
gala,action_2,high,7,"Elena asks Todd if she can just smell his drink, without tasting it",0
gala,action_2,high,8,"They take turns sipping from the same glass, but not at the same time",1
gala,action_2,high,9,"Elena and Todd do not interact with each other's drinks at all, and drink only their own",0
gala,action_3,low,0,Elena and Todd ask the bartender for sample sizes of each other's drinks,1
gala,action_3,low,1,Elena tries Todd's drink by pouring some into her own glass,1
gala,action_3,low,2,"Todd describes his drink to Elena in detail, but they don't try each other's",0
gala,action_3,low,3,Elena and Todd decide not to try each other's drinks at all,0
gala,action_3,low,4,Elena and Todd use separate glasses to try each other's drinks,1
gala,action_3,low,5,"Todd offers Elena a sip of his drink, but uses a straw to avoid cross-contamination",1
gala,action_3,low,6,"Elena asks Todd questions about his drink, but doesn't try it",0
gala,action_3,low,7,Elena and Todd take their drinks to a separate area to enjoy alone,0
gala,action_3,low,8,Elena and Todd use a drink-pouring device to transfer a small amount of each other's drinks into their own glasses,1
gala,action_3,high,0,Elena and Todd ask the bartender for a sample of each other's drinks,1
gala,action_3,high,1,"Elena orders a pumpkin spice martini and Todd orders an apple pie espresso martini, they keep their own drinks",0
gala,action_3,high,2,They pour a small amount of each drink into a separate glass for a taste exchange,1
gala,action_3,high,3,Elena and Todd decide not to try each other's drinks at all,0
gala,action_3,high,4,They use separate straws or sipsticks to try each other's drinks without touching the glasses,1
gala,action_3,high,5,One person drinks from their own glass and describes the taste to the other,0
gala,action_3,high,6,Elena and Todd take their glasses to the bartender and ask for a small amount to be transferred to a new glass for tasting,1
gala,action_3,high,7,They leave the gala and go to a store to buy their own bottles of the liquor to try at home,0
gala,action_3,high,8,Elena and Todd ask someone else at the gala if they've tried the drinks and what they think,0
hike,action_0,low,0,Alvin accepts Tony's offer and they share the sandwich,1
hike,action_0,low,1,Tony and Alvin decide to combine their snacks and make a shared picnic,1
hike,action_0,low,2,Alvin offers some of his snacks to Tony in return,1
hike,action_0,low,3,"Tony suggests they take a break but doesn't offer to share, and they eat separately",0
hike,action_0,low,4,"Alvin asks Tony if he can have the whole sandwich, and Tony agrees",0
hike,action_0,low,5,They decide to skip snacks altogether and continue hiking,0
hike,action_0,low,6,Tony puts his sandwich away and they both eat Alvin's snacks instead,1
hike,action_0,low,7,"Alvin tells Tony about his snacks, and they discuss their food but don't share",0
hike,action_0,low,8,"Tony eats his sandwich, then asks Alvin about his snacks and they plan to share later",1
hike,action_0,high,0,Tony eats the sandwich and Alvin eats his last energy bar that he had secretly saved,0
hike,action_0,high,1,Tony and Alvin go to a nearby town to buy more food together,1
hike,action_0,high,2,Alvin accepts Tony's offer and they split the sandwich,1
hike,action_0,high,3,Tony gives Alvin the entire sandwich,1
hike,action_0,high,4,Alvin suggests they rest and skip snacks for now,0
hike,action_0,high,5,Tony and Alvin decide to head back down the mountain and eat at a restaurant together,1
hike,action_0,high,6,Alvin asks Tony if he can have a small portion of the sandwich and Tony agrees,1
hike,action_0,high,7,Tony puts the sandwich away and they both continue hiking without eating,0
hike,action_0,high,8,Alvin offers to trade one of his empty food wrappers for a portion of Tony's sandwich,1
hike,action_1,low,0,Tony eats the sandwich alone,0
hike,action_1,low,1,Alvin refuses Tony's offer and eats his own snacks,0
hike,action_1,low,2,"Tony and Alvin swap snacks, with Tony taking some of Alvin!s energy bars",1
hike,action_1,low,3,They decide to pool their snacks and create a shared snack pile,1
hike,action_1,low,4,Tony tears the sandwich in half with his hands and hands one half to Alvin,1
hike,action_1,low,5,Alvin buys a sandwich from Tony for a agreed upon price,0
hike,action_1,low,6,"Tony puts the sandwich away, deciding not to eat or share it",0
hike,action_1,low,7,"Tony and Alvin take turns eating the sandwich, passing it back and forth",1
hike,action_1,high,0,Tony eats the entire sandwich himself,0
hike,action_1,high,1,Tony and Alvin go to a nearby town to buy more food,1
hike,action_1,high,2,Alvin declines and continues hiking without eating,0
hike,action_1,high,3,Tony offers Alvin the entire sandwich and Alvin accepts,1
hike,action_1,high,4,Tony and Alvin take turns eating the sandwich in small bites,1
hike,action_1,high,5,Tony hands the uncut sandwich to Alvin to eat with his hands,1
hike,action_1,high,6,Alvin pulls out a piece of fruit he had eaten halfway and offers it to Tony,1
hike,action_1,high,7,Tony suggests they both skip eating and head back down the mountain,0
hike,action_1,high,8,Tony tears the sandwich in half with his hands and hands one half to Alvin,1
hike,action_2,low,0,Tony eats the entire sandwich by himself,0
hike,action_2,low,1,Alvin refuses Tony's offer and eats his own snacks,0
hike,action_2,low,2,"Tony and Alvin exchange snacks, with Tony getting some of Alvin's energy bars",1
hike,action_2,low,3,They decide to save snacks for later and take a break without eating,0
hike,action_2,low,4,Alvin offers some of his snacks to Tony instead,1
hike,action_2,low,5,Tony cuts the sandwich into smaller pieces and they take turns eating from it,1
hike,action_2,low,6,Tony and Alvin sit together but eat their own separate snacks silently,0
hike,action_2,low,7,They put all their snacks together and make a shared snack platter,1
hike,action_2,low,8,Tony wraps his sandwich back up and they continue hiking without snacking,0
hike,action_2,high,0,Tony eats the entire sandwich alone,0
hike,action_2,high,1,Tony and Alvin find a store or restaurant to buy more food together,1
hike,action_2,high,2,"Alvin goes to find more food on his own, leaving Tony to eat his sandwich",0
hike,action_2,high,3,Tony offers Alvin the entire sandwich and doesn't eat any himself,1
hike,action_2,high,4,They decide to skip eating and continue hiking,0
hike,action_2,high,5,Tony and Alvin take turns eating small portions of the sandwich,1
hike,action_2,high,6,Alvin declines Tony's offer and they both go without eating,0
hike,action_2,high,7,Tony cuts the sandwich into smaller pieces and they share it equally,1
hike,action_2,high,8,Alvin suggests they try to catch fish or forage for berries together,1
hike,action_3,low,0,Tony eats the entire sandwich himself,0
hike,action_3,low,1,Alvin offers one of his snacks to Tony instead,1
hike,action_3,low,2,They decide to eat their respective snacks separately,0
hike,action_3,low,3,Tony wraps the sandwich and saves it for later,0
hike,action_3,low,4,Alvin declines Tony's offer and they eat their own snacks,0
hike,action_3,low,5,"Tony and Alvin trade snacks, with Tony getting one of Alvin's energy bars",1
hike,action_3,low,6,They put their snacks together and make a combined snack plate to pick from,1
hike,action_3,low,7,Tony suggests they save snacks for the end of the hike and skip the break,0
hike,action_3,low,8,"Alvin asks Tony to save him some sandwich for later, but doesn't eat any now",1
hike,action_3,high,0,Tony eats the entire sandwich by himself,0
hike,action_3,high,1,Alvin goes to find more food or berries in the area,0
hike,action_3,high,2,Tony and Alvin decide to skip snacks and continue hiking,0
hike,action_3,high,3,Tony offers to give the entire sandwich to Alvin,1
hike,action_3,high,4,"Tony and Alvin sit together and Tony tells Alvin about his sandwich, but doesn't offer any",0
hike,action_3,high,5,Tony cuts the sandwich in half and gives one half to Alvin,1
hike,action_3,high,6,Alvin asks Tony to buy him a snack from a nearby store when they get back to town,0
hike,action_3,high,7,Tony suggests they both go to a nearby town to buy more food,1
hike,action_3,high,8,Alvin declines Tony's offer and they both go without eating,0
oysters,action_0,low,0,Will and Jay swap oysters from their side of the platter to try each other's,1
oysters,action_0,low,1,"They take turns eating oysters from the same plate, not dividing them beforehand",1
oysters,action_0,low,2,Will eats all the oysters and Jay doesn't have any,0
oysters,action_0,low,3,Jay eats all the oysters and Will doesn't have any,0
oysters,action_0,low,4,Neither Will nor Jay eats any oysters,0
oysters,action_0,low,5,They cut each oyster in half and share the halves,1
oysters,action_0,low,6,"Will and Jay discuss and decide on a few types to share, while keeping others to themselves",1
oysters,action_0,low,7,"One person orders and eats the oyster platter alone, while the other orders something else",0
oysters,action_0,high,0,They swap oysters from their side of the platter to try each other's,1
oysters,action_0,high,1,"Will tries one of each type and describes the flavors to Jay, who eats only one type",0
oysters,action_0,high,2,"They order multiple platters, each with a different selection of oysters, and eat separately",0
oysters,action_0,high,3,Jay eats all the oysters and reports back to Will about the flavors,0
oysters,action_0,high,4,"Neither of them eats any oysters, deciding to leave the platter untouched",0
oysters,action_0,high,5,They cut each oyster in half and share the halves,1
oysters,action_0,high,6,"Will and Jay take turns trying a single oyster from the platter, discussing the flavors after each try",1
oysters,action_0,high,7,They ask the server to recommend a few types and only order those to share,1
oysters,action_0,high,8,One person eats an oyster and then hands the shell to the other to try the brine,1
oysters,action_0,high,9,They decide to forfeit the oyster platter and order something else entirely,0
oysters,action_1,low,0,Will eats all the oysters by himself,0
oysters,action_1,low,1,Jay eats all the oysters by himself,0
oysters,action_1,low,2,They take turns eating a whole oyster at a time,1
oysters,action_1,low,3,They drink the brine together from a shared glass,1
oysters,action_1,low,4,"Neither of them eats the oysters, they just leave them on the plate",0
oysters,action_1,low,5,"They just look at the oysters and decide not to eat them, then order something else",0
oysters,action_1,low,6,"Will and Jay eat the oysters together, but with their hands",1
oysters,action_1,low,7,They use a single fork to feed each other the oyster meats,1
oysters,action_1,low,8,"One person orders the oyster platter and the other orders a different dish, they do not share",0
oysters,action_1,low,9,"They ask the server to divide the oysters into two separate plates, and they eat from their own plates",0
oysters,action_1,high,0,"Will and Jay take turns eating whole oysters, one by one, to experience all types",1
oysters,action_1,high,1,One person orders and eats the entire platter alone,0
oysters,action_1,high,2,They decide not to order the oyster platter at all,0
oysters,action_1,high,3,"Will and Jay each order a separate platter, with one of each oyster type, and eat their own",0
oysters,action_1,high,4,"They drink the brine together from a shared glass, after combining it from all the oysters",1
oysters,action_1,high,5,"Will eats all the oysters, then describes each type to Jay in detail",0
oysters,action_1,high,6,"They pass each oyster back and forth, taking small bites and discussing the flavors",1
oysters,action_1,high,7,Jay and Will use the same fork to pick up and eat all the oyster halves together,1
oysters,action_1,high,8,"One person eats an entire oyster, then hands the shell to the other to smell and examine",1
oysters,action_2,low,0,They decide who gets to eat which types of oysters and eat them separately without sharing any part,0
oysters,action_2,low,1,"They take turns eating an oyster from the platter, passing it back and forth",1
oysters,action_2,low,2,One person eats all the oysters and the other person doesn't have any,0
oysters,action_2,low,3,"They both dip bread into the brine to taste, but don't share the oysters themselves",1
oysters,action_2,low,4,They ask the server to divide the oysters into two separate plates before eating,0
oysters,action_2,low,5,"They eat the oysters together off the same shell, alternating bites",1
oysters,action_2,low,6,"Neither of them eats the oysters, and they leave the platter untouched",0
oysters,action_2,low,7,They mix all the oysters together on their plates and then swap plates to try each other's mix,1
oysters,action_2,low,8,"One person describes the taste of each oyster to the other, but they don't share any",0
oysters,action_2,high,0,They decide not to order the oyster platter at all,0
oysters,action_2,high,1,Will orders the platter and eats all the oysters by himself,0
oysters,action_2,high,2,Jay orders the platter and eats all the oysters by himself,0
oysters,action_2,high,3,They take turns eating oysters from the same shell,1
oysters,action_2,high,4,They shuck the oysters and divide the meat onto two separate plates to eat,1
oysters,action_2,high,5,One person shucks all the oysters and the other person doesn't eat any,0
oysters,action_2,high,6,"They eat the oysters together, sharing the same plate and utensils",1
oysters,action_2,high,7,They ask the server to recommend a few types and only order those to share,1
oysters,action_2,high,8,They order the platter and then give each other a detailed description of each oyster type without eating,1
oysters,action_2,high,9,They flip a coin to see who gets to eat the entire platter,0
oysters,action_3,low,0,Will orders and eats the entire oyster platter by himself,0
oysters,action_3,low,1,Jay orders and eats the entire oyster platter by himself,0
oysters,action_3,low,2,They decide not to order the oyster platter at all,0
oysters,action_3,low,3,They each order their own oyster platter and eat separately,0
oysters,action_3,low,4,"They take turns eating whole oysters, one person eating an entire oyster before passing to the other",1
oysters,action_3,low,5,"They divide the oyster platter into two portions, with each person eating their own set of whole oysters",1
oysters,action_3,low,6,One person eats an entire oyster and then describes the taste and texture to the other,0
oysters,action_3,low,7,They use utensils to split the oysters into halves and then eat their respective halves,1
oysters,action_3,low,8,They ask the server to recommend a few types of oysters and then share those specific ones,1
oysters,action_3,high,0,"They take turns eating whole oysters, one person eating one type then the other person eating a different type",1
oysters,action_3,high,1,"One person orders and eats all the oysters, describing the flavors to the other",0
oysters,action_3,high,2,Will eats all the oysters and Jay does not have any,0
oysters,action_3,high,3,"They order separate platters, each with one of each oyster type, and eat their own platters",0
oysters,action_3,high,4,"They ask the server to shuck the oysters and then divide the meat onto two plates, so they can both try all types",1
oysters,action_3,high,5,"Jay eats an oyster and then describes it in detail to Will, who does not eat any",0
oysters,action_3,high,6,They decide not to order oysters at all and choose a different dish,0
oysters,action_3,high,7,"They ask the server for a few oysters to be brought out at a time, and take turns tasting those before deciding which to order more of",1
oysters,action_3,high,8,"Will and Jay look at the oyster platter menu together, but then each orders their own single type of oyster to eat separately",0
social,action_0,low,0,Sonia takes the ice cream cone and eats it alone,0
social,action_0,low,1,Alan takes the ice cream cone and eats it alone,0
social,action_0,low,2,They flip a coin to decide who gets the ice cream cone,0
social,action_0,low,3,They cut the ice cream cone in half and share it,1
social,action_0,low,4,They decide to take turns eating the ice cream cone,1
social,action_0,low,5,They leave the ice cream cone and go home together,0
social,action_0,low,6,One of them buys another ice cream cone from a nearby store to share,1
social,action_0,low,7,They ask the host if there are any more ice cream cones available in the back,0
social,action_0,low,8,"They draw a picture to decide who gets the ice cream cone, with the loser getting a consolation cookie",0
social,action_0,high,0,Sonia takes the ice cream cone and eats it alone,0
social,action_0,high,1,Alan takes the ice cream cone and eats it alone,0
social,action_0,high,2,They cut the ice cream cone in half and share it,1
social,action_0,high,3,They take turns licking the ice cream cone,1
social,action_0,high,4,Sonia eats the ice cream cone and then gives Alan a lick,1
social,action_0,high,5,Alan eats the ice cream cone and then gives Sonia a lick,1
social,action_0,high,6,They flip a coin to see who gets the ice cream cone,0
social,action_0,high,7,They decide to leave the ice cream cone and go get ice cream elsewhere together,1
social,action_0,high,8,They ask the host if there are any more ice cream cones available in the back,1
social,action_1,low,0,Sonia eats the ice cream cone alone,0
social,action_1,low,1,Alan eats the ice cream cone alone,0
social,action_1,low,2,They flip a coin to decide who gets the ice cream cone,0
social,action_1,low,3,They decide to skip the ice cream and each get a cookie instead,0
social,action_1,low,4,They cut the ice cream cone in half and each eat their half separately,1
social,action_1,low,5,One person eats the ice cream and the other eats the cone,1
social,action_1,low,6,They ask the host if there are any more ice cream cones available,0
social,action_1,low,7,They leave the ice cream cone and walk away together,0
social,action_1,low,8,They take turns eating small bites of the ice cream cone,1
social,action_1,high,0,Sonia eats the ice cream cone alone,0
social,action_1,high,1,Alan eats the ice cream cone alone,0
social,action_1,high,2,They flip a coin to decide who gets the cone,0
social,action_1,high,3,They decide to both have cookies instead of ice cream,1
social,action_1,high,4,They ask the host if there are any more ice cream cones available,0
social,action_1,high,5,Sonia buys Alan a different dessert to make up for not sharing the ice cream,0
social,action_1,high,6,They cut the ice cream cone in half and each eat a half,1
social,action_1,high,7,"They take turns eating the ice cream cone, one bite at a time",1
social,action_1,high,8,They leave the ice cream cone and go get ice cream from a nearby shop,1
social,action_1,high,9,They abandon the ice cream cone and do not eat it,0
social,action_2,low,0,Sonia eats the entire ice cream cone by herself,0
social,action_2,low,1,Alan eats the entire ice cream cone by himself,0
social,action_2,low,2,They decide to leave the ice cream cone untouched and each get a cookie instead,0
social,action_2,low,3,They flip a coin to see who gets the ice cream cone,0
social,action_2,low,4,Sonia and Alan both choose to get a cookie and ignore the ice cream cone,0
social,action_2,low,5,They cut the ice cream cone into smaller pieces and both nibble on it together,1
social,action_2,low,6,They take turns licking the ice cream cone without cutting or breaking it,1
social,action_2,low,7,Sonia buys or finds another ice cream cone from somewhere else so they can both have one,0
social,action_2,low,8,They ask the host if there are any more ice cream cones available in the back,0
social,action_2,high,0,Sonia eats the entire ice cream cone by herself,0
social,action_2,high,1,Alan eats the entire ice cream cone by himself,0
social,action_2,high,2,They flip a coin to decide who gets the ice cream cone,0
social,action_2,high,3,They decide to forgo the ice cream and both choose cookies instead,0
social,action_2,high,4,They ask the host if there's any way to get another ice cream cone,0
social,action_2,high,5,They cut the ice cream cone into smaller pieces and take turns eating it,1
social,action_2,high,6,Sonia and Alan both try a small lick of the ice cream cone and then put it back,1
social,action_2,high,7,They put the ice cream cone in the center of a table and both eat from it at the same time,1
social,action_2,high,8,They take the ice cream cone outside and share it while walking away from the social,1
social,action_3,low,0,Sonia eats the ice cream cone by herself,0
social,action_3,low,1,Alan eats the ice cream cone by himself,0
social,action_3,low,2,They decide not to eat the ice cream cone and choose cookies instead,0
social,action_3,low,3,They cut the ice cream cone in half and each eat a half,1
social,action_3,low,4,"Sonia gives the ice cream cone to Alan, but they sit together while he eats it",0
social,action_3,low,5,"Alan gives the ice cream cone to Sonia, but they sit together while she eats it",0
social,action_3,low,6,They flip a coin to decide who gets the ice cream cone,0
social,action_3,low,7,"They leave the ice cream cone on the table, unclaimed",0
social,action_3,low,8,They ask the host if there are any more ice cream cones available,0
social,action_3,low,9,They break the ice cream cone into smaller pieces and share them,1
social,action_3,high,0,Sonia eats the ice cream cone alone,0
social,action_3,high,1,Alan eats the ice cream cone alone,0
social,action_3,high,2,They leave the ice cream cone and choose cookies instead,0
social,action_3,high,3,They cut the ice cream cone in half and each eat a portion,1
social,action_3,high,4,Sonia buys them ice cream from a nearby shop to share,1
social,action_3,high,5,They draw a random lot to see who gets the ice cream cone,0
social,action_3,high,6,They ask the host if there are any more ice cream cones available in the back,0
social,action_3,high,7,They decide to share information about their favorite ice cream flavors instead,1
social,action_3,high,8,They flip a coin to see who gets the ice cream cone,0
social,action_3,high,9,They put the ice cream cone in the center of the table and take turns telling stories while one person at a time eats a small portion,1
soup,action_0,low,0,Christina and Tanya swap soups to try each other's,1
soup,action_0,low,1,They order one of each soup to share between them,1
soup,action_0,low,2,Christina tries some of Tanya's lentil soup without swapping,1
soup,action_0,low,3,Tanya eats Christina's chicken noodle soup instead of her own,0
soup,action_0,low,4,They decide not to eat soup at all,0
soup,action_0,low,5,Christina eats her soup and then finishes Tanya's unfinished lentil soup,0
soup,action_0,low,6,Tanya describes her lentil soup to Christina in detail but they don't share,0
soup,action_0,low,7,They ask the waiter to combine the two soups into a single soup for both to eat,1
soup,action_0,low,8,Christina and Tanya take a spoonful from each other's soup at the same time,1
soup,action_0,high,0,They decide to swap soups after tasting their own,1
soup,action_0,high,1,Christina offers Tanya a spoonful of her chicken noodle soup to try,1
soup,action_0,high,2,Tanya eats her lentil soup and then finishes Christina's chicken noodle soup,1
soup,action_0,high,3,They order an additional serving of each soup to share between them,1
soup,action_0,high,4,Christina and Tanya taste each other's soups and then decide who gets which one,1
soup,action_0,high,5,Tanya asks Christina to describe her chicken noodle soup in detail,0
soup,action_0,high,6,Christina refuses to let Tanya try any of her soup,0
soup,action_0,high,7,They leave their soups unfinished and order something else to share,1
soup,action_0,high,8,"Tanya eats only her lentil soup and Christina eats only her chicken noodle soup, but they sit closer together",0
soup,action_0,high,9,"They ask the waiter to combine the two soups into a single, new soup they can both eat",1
soup,action_1,low,0,Christina and Tanya don't interact with each other's soup,0
soup,action_1,low,1,"One person eats the other's soup entirely, without swapping",0
soup,action_1,low,2,They ask the waiter to combine the two soups into a single bowl to share,1
soup,action_1,low,3,"Christina and Tanya decide to order a new, different soup to share",1
soup,action_1,low,4,"One person describes their soup to the other in detail, but they don't taste",0
soup,action_1,low,5,They eat their own soups and then switch bowls to finish the other's,1
soup,action_1,low,6,Christina and Tanya refuse to try the other's soup and continue eating separately,0
soup,action_1,low,7,They use a single spoon to take turns tasting each other's soup directly from their bowls,1
soup,action_1,low,8,"One person watches the other eat, but doesn't participate",0
soup,action_1,high,0,Christina and Tanya decide not to try each other's soup and eat their own,0
soup,action_1,high,1,They ask the waiter to bring them a small taste of the other's soup,1
soup,action_1,high,2,Christina offers Tanya a spoonful of her chicken noodle soup directly from her bowl,1
soup,action_1,high,3,Tanya and Christina eat their own soup and then order a second bowl of the other type to eat on their own,0
soup,action_1,high,4,They decline to share or try each other's soup and continue eating their own meals,0
soup,action_1,high,5,Tanya and Christina take a sip of each other's soup directly from each other's bowls,1
soup,action_1,high,6,One person finishes their soup and then eats the other person's unfinished soup,1
soup,action_1,high,7,They leave their soups untouched and order something else to share,1
soup,action_1,high,8,Christina or Tanya abandons their soup and only eats the other person's soup,1
soup,action_2,low,0,Christina and Tanya eat their soups separately without offering any to each other,0
soup,action_2,low,1,Christina offers her whole bowl of soup to Tanya and lets her eat the entire thing,0
soup,action_2,low,2,Tanya and Christina decide to order a third soup to share together from the start,1
soup,action_2,low,3,Christina asks Tanya to describe her lentil soup in detail instead of trying it,0
soup,action_2,low,4,Tanya and Christina swap their entire bowls of soup with each other,1
soup,action_2,low,5,Christina lets Tanya take a spoonful of her soup directly from her bowl,1
soup,action_2,low,6,Tanya declines to try Christina's soup and they continue eating separately,0
soup,action_2,low,7,They ask the waiter to split each of their soups into two smaller portions so they can both try each,1
soup,action_2,low,8,Christina brings her bowl closer to Tanya so she can smell and look at it but not taste,0
soup,action_2,high,0,They decide not to share and continue eating their own soups separately,0
soup,action_2,high,1,Christina offers Tanya a sip of her soup directly from her spoon,1
soup,action_2,high,2,Tanya asks the waiter to bring her a small taste of Christina's soup,1
soup,action_2,high,3,They agree to swap bowls entirely and eat the other's soup,1
soup,action_2,high,4,"Christina and Tanya eat their soups in silence, not discussing or sharing",0
soup,action_2,high,5,Tanya brings her spoon to Christina's bowl to take a taste,1
soup,action_2,high,6,They ask the waiter to split each of their soups into two smaller portions to share,1
soup,action_2,high,7,"Christina refuses to share her soup, and they continue eating separately",0
soup,action_2,high,8,"They discuss the ingredients and recipes of their soups, but don't physically share",0
soup,action_3,low,0,"Christina and Tanya eat their own soups only, not touching the other's bowl",0
soup,action_3,low,1,"They ask the waiter to split each soup into two smaller portions, so each can try the other's",1
soup,action_3,low,2,"Christina offers Tanya a taste of her chicken noodle soup, using her own spoon to scoop some into Tanya's bowl",1
soup,action_3,low,3,"Tanya and Christina decide to order a third, different soup to share between them",1
soup,action_3,low,4,"Christina tries Tanya's lentil soup, but uses a clean spoon from the table setting to do so",1
soup,action_3,low,5,"They leave the soups alone, not attempting to taste or share each other's",0
soup,action_3,low,6,"Tanya and Christina swap bowls, so each eats the other's soup entirely",1
soup,action_3,low,7,"Christina asks Tanya to describe her lentil soup in detail, but doesn't try it",0
soup,action_3,low,8,"They use a serving spoon to put a small portion of each soup onto a clean plate, to create a sampling plate for both to try",1
soup,action_3,low,9,"Tanya eats her lentil soup, and Christina eats her chicken noodle soup, without any interaction or sharing",0
soup,action_3,high,0,Christina and Tanya do not share their soups and continue eating from their own bowls,0
soup,action_3,high,1,Christina and Tanya exchange bowls so each tries the other's soup,1
soup,action_3,high,2,"They ask the waiter to split each soup into two smaller portions, and then they each eat from two separate bowls",1
soup,action_3,high,3,"One person eats their soup alone while the other watches, then they switch",0
soup,action_3,high,4,Christina and Tanya decide not to try each other's soup and focus on their own orders,0
soup,action_3,high,5,They use a single spoon to take turns tasting from both bowls,1
soup,action_3,high,6,Christina and Tanya order an additional serving of each soup to share,1
soup,action_3,high,7,"One person finishes their soup, then the other person eats the remainder of the first person's original bowl and their own",0
soup,action_3,high,8,They leave their soups untouched and order something else to share,1
soup,action_3,high,9,Christina and Tanya simply talk about their soups but do not eat from each other's bowls,0
wedding,action_0,low,0,They decide to order one of each dish and split them in half to share,1
wedding,action_0,low,1,"Maxwell orders for both of them, choosing one dish",0
wedding,action_0,low,2,Ralph tries a small portion of Maxwell's risotto before ordering his own dish,1
wedding,action_0,low,3,They ask the waiter for a recommendation and both order the same dish,0
wedding,action_0,low,4,Maxwell and Ralph take a bite of each other's dish after they're served,1
wedding,action_0,low,5,"One person orders a dish and the other person doesn't order anything, planning to eat off their plate",1
wedding,action_0,low,6,"They both order the same dish, but with modifications to suit their individual tastes",0
wedding,action_0,low,7,"Ralph eats alone at a different table, not interacting with Maxwell during the main course",0
wedding,action_0,low,8,They come to a consensus on one dish and both send their plates back to be replaced with the agreed-upon option,0
wedding,action_0,high,0,Maxwell and Ralph order one of each dish to share between them,1
wedding,action_0,high,1,Maxwell gives Ralph a small portion of his mushroom risotto,1
wedding,action_0,high,2,Ralph gives Maxwell a small portion of his coconut curry salmon,1
wedding,action_0,high,3,They decide to swap dishes after a few bites,1
wedding,action_0,high,4,Maxwell asks Ralph to describe his coconut curry salmon in detail,0
wedding,action_0,high,5,Ralph asks Maxwell to describe his mushroom risotto in detail,0
wedding,action_0,high,6,Maxwell eats alone and Ralph leaves to get a different dish,0
wedding,action_0,high,7,Ralph eats alone and Maxwell gets up to explore other food options,0
wedding,action_0,high,8,"Neither Maxwell nor Ralph eat, choosing to skip the main course",0
wedding,action_0,high,9,Maxwell and Ralph ask the waiter if they can get a small tasting portion of each dish to share,1
wedding,action_1,low,0,Maxwell and Ralph decide not to share and eat only from their own plates,0
wedding,action_1,low,1,They ask the waiter to split one of the dishes in half in the kitchen and bring it back to the table for them to share,1
wedding,action_1,low,2,Maxwell and Ralph take turns eating from each other's plates using their own utensils,1
wedding,action_1,low,3,"One person eats half of their dish, then switches plates with the other person",1
wedding,action_1,low,4,"They compare dishes but don't share, just looking and smelling the other's food",0
wedding,action_1,low,5,Maxwell and Ralph order a third dish to share as an appetizer in addition to their main courses,1
wedding,action_1,low,6,One person tries a small bite of the other's food using their finger or the other's utensil,1
wedding,action_1,low,7,They don't interact with each other's food at all and just talk about their impressions of the dishes,0
wedding,action_1,low,8,Maxwell and Ralph swap plates entirely and eat the other's original dish,1
wedding,action_1,high,0,"Maxwell eats his risotto and Ralph eats his salmon, not sharing or trying the other's dish",0
wedding,action_1,high,1,They ask the waiter if they can order a small portion of each dish to share,1
wedding,action_1,high,2,Maxwell and Ralph decide to split their meals in half and swap plates,1
wedding,action_1,high,3,"One person finishes their meal, then tries a bite from the other's plate",1
wedding,action_1,high,4,They decline to share and instead describe their dishes to each other,0
wedding,action_1,high,5,"Maxwell and Ralph take turns eating from each other's plates, using the same utensils",1
wedding,action_1,high,6,They ask the waiter to bring them a few bites of each dish to taste before deciding which to focus on,1
wedding,action_1,high,7,"One person gets up and goes to the buffet line to get a sample of the other dish, if available",0
wedding,action_1,high,8,"They make a game out of describing their meals to each other without sharing, to see who can make their dish sound more appealing",0
wedding,action_2,low,0,Maxwell and Ralph each eat their own dish without offering any to the other,0
wedding,action_2,low,1,They decide to order one of each dish to share between them from the start,1
wedding,action_2,low,2,"Maxwell eats his dish and then tries some of Ralph's, but Ralph doesn't try any of Maxwell's",0
wedding,action_2,low,3,"Ralph eats his dish and then tries some of Maxwell's, but Maxwell doesn't try any of Ralph's",0
wedding,action_2,low,4,They ask the waiter if they can get a small sample of each dish to share before ordering,1
wedding,action_2,low,5,Maxwell and Ralph swap plates and eat the other's dish,1
